Model,Required_Descriptor,Feature_Position,Original_CSV_Column,Present_In_Original_CSV,Reused_Existing_Value_Count,Generated_Using_RDKit,RDKit_Generated_Count,Generated_Using_CDK,CDK_Generated_Count,Training_Reference_Imputed_Count,Missing_Before_Processing,Missing_After_RDKit,Missing_After_Processing,Calculation_Succeeded,Unsupported_By_RDKit,Unsupported_Reason,Affected_Compound_Count,Notes
CatBoost,khs.dsCH,39,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaCH,40,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssCH,41,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ddC,42,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dssC,43,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aasC,44,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaaC,45,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sNH3,46,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sNH2,47,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssNH2,48,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dNH,49,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssNH,50,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaNH,51,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.tN,52,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dsN,53,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaN,54,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssN,55,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ddsN,56,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aasN,57,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssssN,58,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sOH,59,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,khs.dO,60,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssO,61,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaO,62,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sF,63,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sSiH3,64,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssSiH2,65,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssSiH,66,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssssSi,67,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sPH2,68,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssPH,69,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssP,70,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dsssP,71,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssssP,72,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sSH,73,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dS,74,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssS,75,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaS,76,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dssS,77,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ddssS,78,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sCl,79,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sGeH3,80,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssGeH2,81,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssGeH,82,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssssGe,83,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sAsH2,84,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssAsH,85,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssAs,86,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssdAs,87,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssssAs,88,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sSeH,89,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dSe,90,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssSe,91,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.aaSe,92,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.dssSe,93,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ddssSe,94,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sBr,95,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sSnH3,96,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssSnH2,97,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssSnH,98,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssssSn,99,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sPbH3,100,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssPbH2,101,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.sssPbH,102,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,khs.ssssPb,103,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nAtomLC,104,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,nAtomP,105,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,nAtomLAC,106,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-11,107,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-12,108,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-13,109,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-14,110,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-22,111,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-33,112,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-34,113,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEC-44,114,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEO-11,115,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEO-12,116,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEO-22,117,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEN-11,118,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEN-12,119,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEN-13,120,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEN-22,121,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEN-23,122,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MDEN-33,123,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,MLogP,124,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,topoShape,125,,False,0,False,0,True,531,15,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,nRotB,126,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,LipinskiFailures,127,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,nAromRings,128,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRingBlocks,129,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,nAromBlocks,130,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,nRings3,131,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRings4,132,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRings5,133,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRings6,134,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRings7,135,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRings8,136,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,nRings9,137,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
CatBoost,TopoPSA,138,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,VAdjMat,139,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,WTPT-2,140,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,WTPT-3,141,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,WTPT-4,142,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,WTPT-5,143,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,WPATH,144,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,XLogP,145,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
CatBoost,Zagreb,146,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,Texpi,1,donor/skin surface temperature (°C),True,391,False,0,False,0,155,155,155,0,True,False,,155,Converted Celsius values to Kelvin; values already >=200 were treated as Kelvin.
ElasticNet,ALogp2,2,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,nAcid,3,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,nAromBond,4,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,ATSc2,5,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,ATSc3,6,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,ATSc4,7,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,ATSc5,8,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,ATSm1,9,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,BCUTw-1l,10,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,BCUTw-1h,11,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,BCUTc-1l,12,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,BCUTc-1h,13,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,BCUTp-1l,14,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,BCUTp-1h,15,,False,0,False,0,True,543,3,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,nBase,16,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,C2SP1,17,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,C1SP2,18,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,C2SP2,19,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,C3SP2,20,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,C1SP3,21,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,C2SP3,22,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,SC-4,23,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,FMF,24,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,nHBAcc,25,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,nHBDon,26,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,HybRatio,27,,False,0,False,0,True,528,18,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,JPLogP,28,,False,0,False,0,True,531,15,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,Kier2,29,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,Kier3,30,,False,0,False,0,True,536,10,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,khs.sLi,31,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssBe,32,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssBH,33,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssB,34,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sCH3,35,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dCH2,36,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssCH2,37,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,khs.tCH,38,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dsCH,39,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aaCH,40,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssCH,41,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ddC,42,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dssC,43,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aasC,44,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aaaC,45,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sNH3,46,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sNH2,47,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssNH2,48,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dNH,49,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssNH,50,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aaNH,51,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.tN,52,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dsN,53,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aaN,54,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssN,55,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ddsN,56,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aasN,57,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssssN,58,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sOH,59,,False,0,False,0,True,546,0,546,546,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,546,
ElasticNet,khs.dO,60,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssO,61,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aaO,62,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sF,63,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sSiH3,64,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssSiH2,65,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssSiH,66,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssssSi,67,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sPH2,68,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssPH,69,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssP,70,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dsssP,71,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssssP,72,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sSH,73,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dS,74,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssS,75,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.aaS,76,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.dssS,77,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ddssS,78,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sCl,79,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sGeH3,80,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.ssGeH2,81,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
ElasticNet,khs.sssGeH,82,,False,0,True,546,False,0,0,546,0,0,True,False,,546,
