Model,Required_Descriptor,Feature_Position,Original_CSV_Column,Present_In_Original_CSV,Reused_Existing_Value_Count,Generated_Using_RDKit,RDKit_Generated_Count,Generated_Using_CDK,CDK_Generated_Count,Training_Reference_Imputed_Count,Missing_Before_Processing,Missing_After_RDKit,Missing_After_Processing,Calculation_Succeeded,Unsupported_By_RDKit,Unsupported_Reason,Affected_Compound_Count,Notes
Benchmark Gradient Boosting,C1SP3,21,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,C2SP3,22,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,SC-4,23,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,FMF,24,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,nHBAcc,25,nHBAcc,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark Gradient Boosting,nHBDon,26,nHBDon,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark Gradient Boosting,HybRatio,27,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,JPLogP,28,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,Kier2,29,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,Kier3,30,,False,0,False,0,True,51,2,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,khs.sLi,31,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssBe,32,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssBH,33,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssB,34,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sCH3,35,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dCH2,36,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssCH2,37,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,khs.tCH,38,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dsCH,39,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaCH,40,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssCH,41,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ddC,42,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dssC,43,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aasC,44,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaaC,45,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sNH3,46,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sNH2,47,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssNH2,48,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dNH,49,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssNH,50,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaNH,51,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.tN,52,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dsN,53,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaN,54,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssN,55,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ddsN,56,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aasN,57,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssssN,58,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sOH,59,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,khs.dO,60,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssO,61,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaO,62,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sF,63,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sSiH3,64,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssSiH2,65,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssSiH,66,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssssSi,67,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sPH2,68,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssPH,69,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssP,70,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dsssP,71,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssssP,72,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sSH,73,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dS,74,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssS,75,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaS,76,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dssS,77,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ddssS,78,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sCl,79,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sGeH3,80,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssGeH2,81,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssGeH,82,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssssGe,83,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sAsH2,84,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssAsH,85,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssAs,86,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssdAs,87,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssssAs,88,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sSeH,89,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dSe,90,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssSe,91,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.aaSe,92,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.dssSe,93,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ddssSe,94,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sBr,95,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sSnH3,96,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssSnH2,97,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssSnH,98,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssssSn,99,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sPbH3,100,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssPbH2,101,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.sssPbH,102,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,khs.ssssPb,103,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nAtomLC,104,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,nAtomP,105,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,nAtomLAC,106,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-11,107,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-12,108,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-13,109,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-14,110,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-22,111,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-33,112,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-34,113,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEC-44,114,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEO-11,115,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEO-12,116,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEO-22,117,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEN-11,118,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEN-12,119,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEN-13,120,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEN-22,121,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEN-23,122,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MDEN-33,123,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,MLogP,124,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,topoShape,125,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,nRotB,126,nRotB,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark Gradient Boosting,LipinskiFailures,127,LipinskiFailures,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark Gradient Boosting,nAromRings,128,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRingBlocks,129,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,nAromBlocks,130,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,nRings3,131,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRings4,132,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRings5,133,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRings6,134,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRings7,135,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRings8,136,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,nRings9,137,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark Gradient Boosting,TopoPSA,138,TopoPSA,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark Gradient Boosting,VAdjMat,139,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,WTPT-2,140,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,WTPT-3,141,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,WTPT-4,142,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,WTPT-5,143,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,WPATH,144,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,XLogP,145,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark Gradient Boosting,Zagreb,146,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,Texpi,1,,False,0,False,0,False,0,53,53,53,0,True,False,,53,Converted Celsius values to Kelvin; values already >=200 were treated as Kelvin.
Benchmark LGBM,ALogp2,2,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,nAcid,3,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,nAromBond,4,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,ATSc2,5,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,ATSc3,6,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,ATSc4,7,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,ATSc5,8,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,ATSm1,9,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,BCUTw-1l,10,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,BCUTw-1h,11,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,BCUTc-1l,12,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,BCUTc-1h,13,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,BCUTp-1l,14,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,BCUTp-1h,15,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,nBase,16,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,C2SP1,17,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,C1SP2,18,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,C2SP2,19,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,C3SP2,20,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,C1SP3,21,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,C2SP3,22,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,SC-4,23,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,FMF,24,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,nHBAcc,25,nHBAcc,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark LGBM,nHBDon,26,nHBDon,True,53,False,0,False,0,0,0,0,0,True,False,,0,Reused exact normalized column name from HuSkinDB.
Benchmark LGBM,HybRatio,27,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,JPLogP,28,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,Kier2,29,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,Kier3,30,,False,0,False,0,True,51,2,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,khs.sLi,31,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.ssBe,32,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.ssBH,33,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.sssB,34,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.sCH3,35,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.dCH2,36,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.ssCH2,37,,False,0,False,0,True,53,0,53,53,0,True,True,No exact RDKit implementation consistent with the CDK training definition; the repository's original CDK generator was used.,53,
Benchmark LGBM,khs.tCH,38,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.dsCH,39,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.aaCH,40,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.sssCH,41,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.ddC,42,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.dssC,43,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.aasC,44,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.aaaC,45,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.sNH3,46,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.sNH2,47,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.ssNH2,48,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.dNH,49,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.ssNH,50,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.aaNH,51,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.tN,52,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.dsN,53,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.aaN,54,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
Benchmark LGBM,khs.sssN,55,,False,0,True,53,False,0,0,53,0,0,True,False,,53,
